instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,hour_interval
13934,2012-08-08,fall,2012,August,18,no,wednesday,yes,2,0.78,0.7273,0.55,0.1642,117,745,862,18 - 19
13935,2012-08-08,fall,2012,August,19,no,wednesday,yes,1,0.76,0.7273,0.66,0.2239,119,567,686,19 - 20
13936,2012-08-08,fall,2012,August,20,no,wednesday,yes,1,0.74,0.697,0.66,0.194,76,424,500,20 - 21
13937,2012-08-08,fall,2012,August,21,no,wednesday,yes,1,0.74,0.697,0.66,0.1045,70,311,381,21 - 22
13938,2012-08-08,fall,2012,August,22,no,wednesday,yes,1,0.72,0.697,0.74,0.1045,35,198,233,22 - 23
13939,2012-08-08,fall,2012,August,23,no,wednesday,yes,1,0.72,0.6818,0.7,0.1343,16,120,136,23 - 24
13940,2012-08-09,fall,2012,August,0,no,thursday,yes,1,0.72,0.697,0.74,0.194,16,51,67,0 - 1
13941,2012-08-09,fall,2012,August,1,no,thursday,yes,1,0.7,0.6667,0.79,0.1343,5,23,28,1 - 2
13942,2012-08-09,fall,2012,August,2,no,thursday,yes,1,0.7,0.6667,0.84,0.0896,2,12,14,2 - 3
13943,2012-08-09,fall,2012,August,3,no,thursday,yes,1,0.68,0.6364,0.83,0.0896,1,5,6,3 - 4
13944,2012-08-09,fall,2012,August,4,no,thursday,yes,2,0.68,0.6364,0.89,0.1343,0,10,10,4 - 5
13945,2012-08-09,fall,2012,August,5,no,thursday,yes,2,0.66,0.5909,0.94,0.0,4,37,41,5 - 6
13946,2012-08-09,fall,2012,August,6,no,thursday,yes,1,0.66,0.6061,0.83,0.1642,5,162,167,6 - 7
13947,2012-08-09,fall,2012,August,7,no,thursday,yes,2,0.7,0.6667,0.84,0.1642,24,451,475,7 - 8
13948,2012-08-09,fall,2012,August,8,no,thursday,yes,1,0.72,0.697,0.74,0.1045,28,670,698,8 - 9
13949,2012-08-09,fall,2012,August,9,no,thursday,yes,1,0.76,0.7273,0.66,0.1642,54,299,353,9 - 10
13950,2012-08-09,fall,2012,August,10,no,thursday,yes,1,0.8,0.7576,0.55,0.2239,72,133,205,10 - 11
13951,2012-08-09,fall,2012,August,11,no,thursday,yes,1,0.84,0.7576,0.44,0.0,94,166,260,11 - 12
13952,2012-08-09,fall,2012,August,12,no,thursday,yes,1,0.84,0.7576,0.44,0.1045,85,192,277,12 - 13
13953,2012-08-09,fall,2012,August,13,no,thursday,yes,1,0.86,0.7879,0.41,0.1045,80,201,281,13 - 14
13954,2012-08-09,fall,2012,August,14,no,thursday,yes,1,0.88,0.7727,0.32,0.2239,86,161,247,14 - 15
13955,2012-08-09,fall,2012,August,15,no,thursday,yes,1,0.88,0.7727,0.32,0.2239,63,204,267,15 - 16
13956,2012-08-09,fall,2012,August,16,no,thursday,yes,1,0.86,0.7727,0.39,0.2537,97,320,417,16 - 17
13957,2012-08-09,fall,2012,August,17,no,thursday,yes,1,0.86,0.7576,0.36,0.2537,111,699,810,17 - 18
13958,2012-08-09,fall,2012,August,18,no,thursday,yes,2,0.82,0.7576,0.46,0.2537,78,733,811,18 - 19
13959,2012-08-09,fall,2012,August,19,no,thursday,yes,1,0.8,0.7576,0.55,0.194,90,533,623,19 - 20
13960,2012-08-09,fall,2012,August,20,no,thursday,yes,1,0.7,0.6515,0.54,0.2836,91,387,478,20 - 21
13961,2012-08-09,fall,2012,August,21,no,thursday,yes,2,0.7,0.6515,0.58,0.1642,50,286,336,21 - 22
13962,2012-08-09,fall,2012,August,22,no,thursday,yes,2,0.66,0.6212,0.69,0.2239,41,218,259,22 - 23
13963,2012-08-09,fall,2012,August,23,no,thursday,yes,1,0.66,0.6212,0.74,0.0,19,137,156,23 - 24
13964,2012-08-10,fall,2012,August,0,no,friday,yes,1,0.7,0.6515,0.65,0.0896,17,68,85,0 - 1
13965,2012-08-10,fall,2012,August,1,no,friday,yes,1,0.7,0.6515,0.65,0.1045,6,35,41,1 - 2
13966,2012-08-10,fall,2012,August,2,no,friday,yes,1,0.7,0.6667,0.74,0.1642,6,14,20,2 - 3
13967,2012-08-10,fall,2012,August,3,no,friday,yes,2,0.72,0.697,0.79,0.194,3,6,9,3 - 4
13968,2012-08-10,fall,2012,August,4,no,friday,yes,3,0.7,0.6667,0.84,0.2836,0,7,7,4 - 5
13969,2012-08-10,fall,2012,August,5,no,friday,yes,3,0.7,0.6667,0.84,0.2836,4,29,33,5 - 6
13970,2012-08-10,fall,2012,August,6,no,friday,yes,3,0.64,0.5758,0.89,0.2985,3,41,44,6 - 7
13971,2012-08-10,fall,2012,August,7,no,friday,yes,3,0.64,0.5758,0.89,0.1045,5,128,133,7 - 8
13972,2012-08-10,fall,2012,August,8,no,friday,yes,3,0.62,0.5455,0.91,0.1642,7,112,119,8 - 9
13973,2012-08-10,fall,2012,August,9,no,friday,yes,2,0.64,0.5758,0.89,0.0,21,199,220,9 - 10
13974,2012-08-10,fall,2012,August,10,no,friday,yes,1,0.66,0.5909,0.89,0.1045,27,166,193,10 - 11
13975,2012-08-10,fall,2012,August,11,no,friday,yes,3,0.68,0.6364,0.79,0.1343,73,178,251,11 - 12
13976,2012-08-10,fall,2012,August,12,no,friday,yes,2,0.74,0.697,0.66,0.3582,75,240,315,12 - 13
13977,2012-08-10,fall,2012,August,13,no,friday,yes,2,0.76,0.7121,0.58,0.3582,66,224,290,13 - 14
13978,2012-08-10,fall,2012,August,14,no,friday,yes,1,0.76,0.7121,0.58,0.3582,71,236,307,14 - 15
13979,2012-08-10,fall,2012,August,15,no,friday,yes,1,0.8,0.7424,0.52,0.4478,100,224,324,15 - 16
13980,2012-08-10,fall,2012,August,16,no,friday,yes,1,0.78,0.7273,0.55,0.2985,96,371,467,16 - 17
13981,2012-08-10,fall,2012,August,17,no,friday,yes,1,0.8,0.7424,0.52,0.2836,111,619,730,17 - 18
13982,2012-08-10,fall,2012,August,18,no,friday,yes,1,0.76,0.7121,0.62,0.2985,88,552,640,18 - 19
13983,2012-08-10,fall,2012,August,19,no,friday,yes,1,0.76,0.7121,0.62,0.2836,98,394,492,19 - 20
13984,2012-08-10,fall,2012,August,20,no,friday,yes,1,0.74,0.697,0.66,0.2985,55,315,370,20 - 21
13985,2012-08-10,fall,2012,August,21,no,friday,yes,1,0.74,0.697,0.66,0.2537,50,236,286,21 - 22
13986,2012-08-10,fall,2012,August,22,no,friday,yes,1,0.72,0.697,0.74,0.2836,50,168,218,22 - 23
13987,2012-08-10,fall,2012,August,23,no,friday,yes,1,0.72,0.6818,0.7,0.2836,33,159,192,23 - 24
13988,2012-08-11,fall,2012,August,0,no,saturday,no,1,0.7,0.6515,0.7,0.2836,38,142,180,0 - 1
13989,2012-08-11,fall,2012,August,1,no,saturday,no,1,0.66,0.6212,0.74,0.2239,32,84,116,1 - 2
13990,2012-08-11,fall,2012,August,2,no,saturday,no,3,0.64,0.5909,0.78,0.194,19,66,85,2 - 3
13991,2012-08-11,fall,2012,August,3,no,saturday,no,3,0.62,0.5758,0.83,0.1642,2,19,21,3 - 4
13992,2012-08-11,fall,2012,August,4,no,saturday,no,1,0.62,0.5758,0.83,0.1045,3,7,10,4 - 5
13993,2012-08-11,fall,2012,August,5,no,saturday,no,1,0.62,0.5606,0.88,0.1045,2,9,11,5 - 6
13994,2012-08-11,fall,2012,August,6,no,saturday,no,2,0.62,0.5606,0.88,0.1045,5,18,23,6 - 7
13995,2012-08-11,fall,2012,August,7,no,saturday,no,1,0.64,0.5758,0.83,0.0896,8,54,62,7 - 8
13996,2012-08-11,fall,2012,August,8,no,saturday,no,1,0.66,0.6061,0.83,0.1045,30,132,162,8 - 9
13997,2012-08-11,fall,2012,August,9,no,saturday,no,1,0.68,0.6364,0.79,0.194,54,217,271,9 - 10
13998,2012-08-11,fall,2012,August,10,no,saturday,no,1,0.72,0.6818,0.62,0.0896,125,282,407,10 - 11
13999,2012-08-11,fall,2012,August,11,no,saturday,no,1,0.74,0.697,0.66,0.1642,203,296,499,11 - 12
14000,2012-08-11,fall,2012,August,12,no,saturday,no,1,0.76,0.7121,0.58,0.2239,214,332,546,12 - 13
14001,2012-08-11,fall,2012,August,13,no,saturday,no,1,0.8,0.7424,0.49,0.3582,228,341,569,13 - 14
14002,2012-08-11,fall,2012,August,14,no,saturday,no,1,0.8,0.7424,0.49,0.2985,248,290,538,14 - 15
14003,2012-08-11,fall,2012,August,15,no,saturday,no,1,0.8,0.7273,0.46,0.2836,246,316,562,15 - 16
14004,2012-08-11,fall,2012,August,16,no,saturday,no,1,0.8,0.7273,0.46,0.2985,227,304,531,16 - 17
14005,2012-08-11,fall,2012,August,17,no,saturday,no,3,0.74,0.697,0.66,0.3582,220,292,512,17 - 18
14006,2012-08-11,fall,2012,August,18,no,saturday,no,2,0.7,0.6667,0.74,0.2985,107,193,300,18 - 19
14007,2012-08-11,fall,2012,August,19,no,saturday,no,2,0.66,0.5909,0.89,0.1045,97,178,275,19 - 20
14008,2012-08-11,fall,2012,August,20,no,saturday,no,3,0.66,0.5909,0.89,0.4179,31,129,160,20 - 21
14009,2012-08-11,fall,2012,August,21,no,saturday,no,2,0.66,0.5909,0.89,0.1642,26,102,128,21 - 22
14010,2012-08-11,fall,2012,August,22,no,saturday,no,2,0.66,0.5909,0.89,0.1642,40,128,168,22 - 23
14011,2012-08-11,fall,2012,August,23,no,saturday,no,3,0.66,0.6061,0.78,0.1642,42,121,163,23 - 24
14012,2012-08-12,fall,2012,August,0,no,sunday,no,2,0.64,0.6061,0.73,0.1343,24,96,120,0 - 1
14013,2012-08-12,fall,2012,August,1,no,sunday,no,1,0.62,0.5909,0.78,0.1343,21,92,113,1 - 2
14014,2012-08-12,fall,2012,August,2,no,sunday,no,1,0.64,0.6061,0.69,0.1343,19,67,86,2 - 3
14015,2012-08-12,fall,2012,August,3,no,sunday,no,1,0.62,0.5909,0.73,0.0896,11,37,48,3 - 4
14016,2012-08-12,fall,2012,August,4,no,sunday,no,1,0.64,0.6061,0.69,0.0896,2,8,10,4 - 5
14017,2012-08-12,fall,2012,August,5,no,sunday,no,1,0.64,0.6212,0.61,0.194,1,9,10,5 - 6
14018,2012-08-12,fall,2012,August,6,no,sunday,no,1,0.64,0.6061,0.65,0.1642,2,14,16,6 - 7
14019,2012-08-12,fall,2012,August,7,no,sunday,no,1,0.64,0.6061,0.65,0.1343,9,30,39,7 - 8
14020,2012-08-12,fall,2012,August,8,no,sunday,no,1,0.66,0.6212,0.54,0.2239,35,84,119,8 - 9
14021,2012-08-12,fall,2012,August,9,no,sunday,no,1,0.7,0.6515,0.48,0.2239,64,153,217,9 - 10
14022,2012-08-12,fall,2012,August,10,no,sunday,no,1,0.7,0.6515,0.51,0.1642,88,240,328,10 - 11
14023,2012-08-12,fall,2012,August,11,no,sunday,no,1,0.74,0.6667,0.42,0.1642,167,282,449,11 - 12
14024,2012-08-12,fall,2012,August,12,no,sunday,no,1,0.74,0.6667,0.42,0.194,163,342,505,12 - 13
14025,2012-08-12,fall,2012,August,13,no,sunday,no,1,0.78,0.697,0.4,0.0,178,365,543,13 - 14
14026,2012-08-12,fall,2012,August,14,no,sunday,no,1,0.76,0.6818,0.4,0.194,213,366,579,14 - 15
14027,2012-08-12,fall,2012,August,15,no,sunday,no,1,0.76,0.6818,0.4,0.1343,235,342,577,15 - 16
14028,2012-08-12,fall,2012,August,16,no,sunday,no,1,0.76,0.6818,0.4,0.1045,213,300,513,16 - 17
14029,2012-08-12,fall,2012,August,17,no,sunday,no,1,0.8,0.697,0.33,0.0,186,319,505,17 - 18
14030,2012-08-12,fall,2012,August,18,no,sunday,no,1,0.78,0.6818,0.35,0.1045,164,327,491,18 - 19
14031,2012-08-12,fall,2012,August,19,no,sunday,no,1,0.74,0.6515,0.4,0.1343,148,317,465,19 - 20
14032,2012-08-12,fall,2012,August,20,no,sunday,no,1,0.72,0.6515,0.45,0.0,96,204,300,20 - 21
14033,2012-08-12,fall,2012,August,21,no,sunday,no,1,0.72,0.6667,0.51,0.0896,78,142,220,21 - 22
14034,2012-08-12,fall,2012,August,22,no,sunday,no,1,0.7,0.6515,0.58,0.1343,40,141,181,22 - 23
14035,2012-08-12,fall,2012,August,23,no,sunday,no,1,0.68,0.6364,0.61,0.0,25,85,110,23 - 24
14036,2012-08-13,fall,2012,August,0,no,monday,yes,1,0.66,0.6212,0.65,0.1045,14,33,47,0 - 1
14037,2012-08-13,fall,2012,August,1,no,monday,yes,1,0.66,0.6212,0.65,0.0896,3,11,14,1 - 2
14038,2012-08-13,fall,2012,August,2,no,monday,yes,1,0.64,0.6061,0.69,0.1045,1,8,9,2 - 3
14039,2012-08-13,fall,2012,August,3,no,monday,yes,1,0.64,0.6061,0.69,0.0,1,5,6,3 - 4
14040,2012-08-13,fall,2012,August,4,no,monday,yes,1,0.64,0.6061,0.69,0.1045,0,11,11,4 - 5
14041,2012-08-13,fall,2012,August,5,no,monday,yes,1,0.64,0.6061,0.69,0.1045,3,33,36,5 - 6
14042,2012-08-13,fall,2012,August,6,no,monday,yes,1,0.62,0.5909,0.73,0.0896,4,155,159,6 - 7
14043,2012-08-13,fall,2012,August,7,no,monday,yes,1,0.66,0.6212,0.65,0.1343,11,425,436,7 - 8
14044,2012-08-13,fall,2012,August,8,no,monday,yes,2,0.72,0.6667,0.51,0.0896,25,648,673,8 - 9
14045,2012-08-13,fall,2012,August,9,no,monday,yes,2,0.74,0.6667,0.45,0.0,40,265,305,9 - 10
14046,2012-08-13,fall,2012,August,10,no,monday,yes,2,0.76,0.6818,0.4,0.0,88,111,199,10 - 11
14047,2012-08-13,fall,2012,August,11,no,monday,yes,1,0.76,0.6818,0.4,0.0896,94,151,245,11 - 12
14048,2012-08-13,fall,2012,August,12,no,monday,yes,1,0.78,0.697,0.4,0.194,96,180,276,12 - 13
14049,2012-08-13,fall,2012,August,13,no,monday,yes,1,0.78,0.697,0.4,0.1642,79,175,254,13 - 14
14050,2012-08-13,fall,2012,August,14,no,monday,yes,1,0.8,0.697,0.33,0.1045,85,163,248,14 - 15
14051,2012-08-13,fall,2012,August,15,no,monday,yes,1,0.82,0.7273,0.34,0.2239,80,194,274,15 - 16
14052,2012-08-13,fall,2012,August,16,no,monday,yes,1,0.8,0.7121,0.36,0.0896,116,348,464,16 - 17
14053,2012-08-13,fall,2012,August,17,no,monday,yes,1,0.8,0.7121,0.36,0.1642,102,716,818,17 - 18
14054,2012-08-13,fall,2012,August,18,no,monday,yes,1,0.76,0.697,0.52,0.2836,103,709,812,18 - 19
14055,2012-08-13,fall,2012,August,19,no,monday,yes,1,0.74,0.6818,0.58,0.1642,88,467,555,19 - 20
14056,2012-08-13,fall,2012,August,20,no,monday,yes,1,0.74,0.6818,0.62,0.2239,58,374,432,20 - 21
14057,2012-08-13,fall,2012,August,21,no,monday,yes,1,0.72,0.6818,0.66,0.194,44,246,290,21 - 22
14058,2012-08-13,fall,2012,August,22,no,monday,yes,1,0.72,0.6818,0.62,0.3284,44,148,192,22 - 23
14059,2012-08-13,fall,2012,August,23,no,monday,yes,1,0.7,0.6515,0.7,0.2239,28,100,128,23 - 24
14060,2012-08-14,fall,2012,August,0,no,tuesday,yes,1,0.7,0.6667,0.74,0.2239,12,48,60,0 - 1
14061,2012-08-14,fall,2012,August,1,no,tuesday,yes,1,0.68,0.6364,0.79,0.2537,8,19,27,1 - 2
14062,2012-08-14,fall,2012,August,2,no,tuesday,yes,2,0.68,0.6364,0.83,0.194,2,9,11,2 - 3
14063,2012-08-14,fall,2012,August,3,no,tuesday,yes,2,0.68,0.6364,0.83,0.194,0,3,3,3 - 4
14064,2012-08-14,fall,2012,August,4,no,tuesday,yes,2,0.68,0.6364,0.83,0.194,0,5,5,4 - 5
14065,2012-08-14,fall,2012,August,5,no,tuesday,yes,2,0.68,0.6364,0.89,0.194,1,35,36,5 - 6
14066,2012-08-14,fall,2012,August,6,no,tuesday,yes,3,0.64,0.5758,0.83,0.194,1,63,64,6 - 7
14067,2012-08-14,fall,2012,August,7,no,tuesday,yes,2,0.66,0.6061,0.83,0.0896,1,178,179,7 - 8
14068,2012-08-14,fall,2012,August,8,no,tuesday,yes,2,0.66,0.5909,0.89,0.0896,27,591,618,8 - 9
14069,2012-08-14,fall,2012,August,9,no,tuesday,yes,2,0.7,0.6667,0.74,0.0,48,354,402,9 - 10
14070,2012-08-14,fall,2012,August,10,no,tuesday,yes,1,0.7,0.6667,0.79,0.1045,53,155,208,10 - 11
14071,2012-08-14,fall,2012,August,11,no,tuesday,yes,1,0.74,0.6818,0.62,0.0,69,127,196,11 - 12
14072,2012-08-14,fall,2012,August,12,no,tuesday,yes,1,0.78,0.7121,0.49,0.1343,93,207,300,12 - 13
14073,2012-08-14,fall,2012,August,13,no,tuesday,yes,1,0.8,0.7273,0.46,0.0896,83,203,286,13 - 14
14074,2012-08-14,fall,2012,August,14,no,tuesday,yes,1,0.82,0.7424,0.41,0.2239,80,175,255,14 - 15
14075,2012-08-14,fall,2012,August,15,no,tuesday,yes,1,0.82,0.7576,0.46,0.2239,84,199,283,15 - 16
14076,2012-08-14,fall,2012,August,16,no,tuesday,yes,1,0.82,0.7424,0.43,0.2239,95,363,458,16 - 17
14077,2012-08-14,fall,2012,August,17,no,tuesday,yes,3,0.76,0.7273,0.66,0.2537,78,734,812,17 - 18
14078,2012-08-14,fall,2012,August,18,no,tuesday,yes,1,0.76,0.7121,0.62,0.2836,97,757,854,18 - 19
14079,2012-08-14,fall,2012,August,19,no,tuesday,yes,1,0.76,0.7273,0.66,0.194,94,533,627,19 - 20
14080,2012-08-14,fall,2012,August,20,no,tuesday,yes,1,0.74,0.7121,0.74,0.2239,65,371,436,20 - 21
14081,2012-08-14,fall,2012,August,21,no,tuesday,yes,1,0.74,0.6818,0.62,0.2239,56,252,308,21 - 22
14082,2012-08-14,fall,2012,August,22,no,tuesday,yes,1,0.72,0.6818,0.66,0.0896,28,161,189,22 - 23
14083,2012-08-14,fall,2012,August,23,no,tuesday,yes,1,0.72,0.6818,0.66,0.1642,53,114,167,23 - 24
14084,2012-08-15,fall,2012,August,0,no,wednesday,yes,1,0.7,0.6515,0.61,0.194,8,52,60,0 - 1
14085,2012-08-15,fall,2012,August,1,no,wednesday,yes,1,0.7,0.6515,0.61,0.0,6,31,37,1 - 2
14086,2012-08-15,fall,2012,August,2,no,wednesday,yes,1,0.68,0.6364,0.65,0.0,1,7,8,2 - 3
14087,2012-08-15,fall,2012,August,3,no,wednesday,yes,1,0.66,0.6212,0.74,0.1045,1,10,11,3 - 4
14088,2012-08-15,fall,2012,August,4,no,wednesday,yes,1,0.64,0.5758,0.83,0.1045,0,4,4,4 - 5
14089,2012-08-15,fall,2012,August,5,no,wednesday,yes,1,0.64,0.5909,0.78,0.1045,4,35,39,5 - 6
14090,2012-08-15,fall,2012,August,6,no,wednesday,yes,1,0.64,0.5909,0.78,0.1045,12,160,172,6 - 7
14091,2012-08-15,fall,2012,August,7,no,wednesday,yes,2,0.66,0.6212,0.69,0.194,25,467,492,7 - 8
14092,2012-08-15,fall,2012,August,8,no,wednesday,yes,2,0.7,0.6515,0.65,0.2836,40,642,682,8 - 9
14093,2012-08-15,fall,2012,August,9,no,wednesday,yes,2,0.72,0.6818,0.62,0.194,57,310,367,9 - 10
14094,2012-08-15,fall,2012,August,10,no,wednesday,yes,2,0.72,0.6818,0.62,0.194,70,163,233,10 - 11
14095,2012-08-15,fall,2012,August,11,no,wednesday,yes,2,0.74,0.6818,0.58,0.194,80,155,235,11 - 12
14096,2012-08-15,fall,2012,August,12,no,wednesday,yes,1,0.74,0.6818,0.55,0.2239,77,230,307,12 - 13
14097,2012-08-15,fall,2012,August,13,no,wednesday,yes,2,0.78,0.7121,0.49,0.194,88,206,294,13 - 14
14098,2012-08-15,fall,2012,August,14,no,wednesday,yes,2,0.76,0.697,0.52,0.2985,94,161,255,14 - 15
14099,2012-08-15,fall,2012,August,15,no,wednesday,yes,1,0.76,0.697,0.52,0.2537,70,196,266,15 - 16
14100,2012-08-15,fall,2012,August,16,no,wednesday,yes,1,0.76,0.6818,0.48,0.194,91,340,431,16 - 17
14101,2012-08-15,fall,2012,August,17,no,wednesday,yes,1,0.74,0.6818,0.55,0.2836,102,749,851,17 - 18
14102,2012-08-15,fall,2012,August,18,no,wednesday,yes,1,0.74,0.6667,0.51,0.2239,80,768,848,18 - 19
14103,2012-08-15,fall,2012,August,19,no,wednesday,yes,1,0.7,0.6515,0.61,0.1343,124,525,649,19 - 20
14104,2012-08-15,fall,2012,August,20,no,wednesday,yes,1,0.7,0.6515,0.61,0.1343,72,355,427,20 - 21
14105,2012-08-15,fall,2012,August,21,no,wednesday,yes,1,0.7,0.6515,0.61,0.194,49,266,315,21 - 22
14106,2012-08-15,fall,2012,August,22,no,wednesday,yes,1,0.7,0.6515,0.61,0.1642,29,197,226,22 - 23
14107,2012-08-15,fall,2012,August,23,no,wednesday,yes,1,0.68,0.6364,0.65,0.1045,18,120,138,23 - 24
14108,2012-08-16,fall,2012,August,0,no,thursday,yes,1,0.66,0.6212,0.69,0.0,13,63,76,0 - 1
14109,2012-08-16,fall,2012,August,1,no,thursday,yes,1,0.64,0.6061,0.73,0.0,3,18,21,1 - 2
14110,2012-08-16,fall,2012,August,2,no,thursday,yes,1,0.64,0.6061,0.69,0.194,0,15,15,2 - 3
14111,2012-08-16,fall,2012,August,3,no,thursday,yes,1,0.62,0.5909,0.73,0.2537,0,4,4,3 - 4
14112,2012-08-16,fall,2012,August,4,no,thursday,yes,1,0.62,0.5909,0.73,0.2239,2,3,5,4 - 5
14113,2012-08-16,fall,2012,August,5,no,thursday,yes,1,0.6,0.5758,0.78,0.1642,7,30,37,5 - 6
14114,2012-08-16,fall,2012,August,6,no,thursday,yes,1,0.6,0.5758,0.78,0.1642,3,162,165,6 - 7
14115,2012-08-16,fall,2012,August,7,no,thursday,yes,1,0.64,0.6061,0.69,0.2239,16,448,464,7 - 8
14116,2012-08-16,fall,2012,August,8,no,thursday,yes,1,0.68,0.6364,0.61,0.194,33,649,682,8 - 9
14117,2012-08-16,fall,2012,August,9,no,thursday,yes,1,0.72,0.6667,0.54,0.1045,41,296,337,9 - 10
14118,2012-08-16,fall,2012,August,10,no,thursday,yes,1,0.74,0.6667,0.48,0.1343,78,121,199,10 - 11
14119,2012-08-16,fall,2012,August,11,no,thursday,yes,1,0.76,0.6667,0.37,0.0896,83,191,274,11 - 12
14120,2012-08-16,fall,2012,August,12,no,thursday,yes,1,0.8,0.697,0.33,0.1045,96,247,343,12 - 13
14121,2012-08-16,fall,2012,August,13,no,thursday,yes,1,0.8,0.697,0.31,0.2239,81,219,300,13 - 14
14122,2012-08-16,fall,2012,August,14,no,thursday,yes,1,0.82,0.7121,0.32,0.0,72,176,248,14 - 15
14123,2012-08-16,fall,2012,August,15,no,thursday,yes,1,0.8,0.697,0.33,0.2537,63,197,260,15 - 16
14124,2012-08-16,fall,2012,August,16,no,thursday,yes,1,0.82,0.7121,0.32,0.2239,79,340,419,16 - 17
14125,2012-08-16,fall,2012,August,17,no,thursday,yes,1,0.82,0.7273,0.34,0.194,130,767,897,17 - 18
14126,2012-08-16,fall,2012,August,18,no,thursday,yes,1,0.8,0.7121,0.36,0.0,109,723,832,18 - 19
14127,2012-08-16,fall,2012,August,19,no,thursday,yes,1,0.76,0.6818,0.4,0.1045,119,558,677,19 - 20
14128,2012-08-16,fall,2012,August,20,no,thursday,yes,1,0.76,0.6818,0.4,0.0896,100,414,514,20 - 21
14129,2012-08-16,fall,2012,August,21,no,thursday,yes,1,0.74,0.6667,0.48,0.194,83,273,356,21 - 22
14130,2012-08-16,fall,2012,August,22,no,thursday,yes,1,0.72,0.6667,0.51,0.1642,69,185,254,22 - 23
14131,2012-08-16,fall,2012,August,23,no,thursday,yes,1,0.7,0.6515,0.54,0.1045,58,168,226,23 - 24
14132,2012-08-17,fall,2012,August,0,no,friday,yes,1,0.68,0.2424,0.57,0.1642,21,67,88,0 - 1
14133,2012-08-17,fall,2012,August,1,no,friday,yes,1,0.66,0.2424,0.65,0.1045,16,38,54,1 - 2
14134,2012-08-17,fall,2012,August,2,no,friday,yes,1,0.66,0.2424,0.61,0.1343,4,15,19,2 - 3
14135,2012-08-17,fall,2012,August,3,no,friday,yes,1,0.64,0.2424,0.65,0.1045,0,6,6,3 - 4
14136,2012-08-17,fall,2012,August,4,no,friday,yes,1,0.64,0.2424,0.73,0.1642,0,9,9,4 - 5
14137,2012-08-17,fall,2012,August,5,no,friday,yes,1,0.64,0.2424,0.73,0.1045,2,34,36,5 - 6
14138,2012-08-17,fall,2012,August,6,no,friday,yes,1,0.62,0.2424,0.78,0.1343,6,151,157,6 - 7
14139,2012-08-17,fall,2012,August,7,no,friday,yes,1,0.64,0.2424,0.73,0.1045,11,368,379,7 - 8
14140,2012-08-17,fall,2012,August,8,no,friday,yes,1,0.68,0.2424,0.65,0.1343,43,625,668,8 - 9
14141,2012-08-17,fall,2012,August,9,no,friday,yes,1,0.7,0.2424,0.58,0.1045,58,320,378,9 - 10
14142,2012-08-17,fall,2012,August,10,no,friday,yes,1,0.74,0.2424,0.55,0.1642,82,149,231,10 - 11
14143,2012-08-17,fall,2012,August,11,no,friday,yes,1,0.76,0.2424,0.52,0.2836,98,205,303,11 - 12
14144,2012-08-17,fall,2012,August,12,no,friday,yes,1,0.82,0.2424,0.41,0.2239,110,255,365,12 - 13
14145,2012-08-17,fall,2012,August,13,no,friday,yes,1,0.84,0.2424,0.36,0.3881,103,254,357,13 - 14
14146,2012-08-17,fall,2012,August,14,no,friday,yes,1,0.86,0.2424,0.34,0.4179,128,200,328,14 - 15
14147,2012-08-17,fall,2012,August,15,no,friday,yes,1,0.86,0.2424,0.3,0.4627,127,256,383,15 - 16
14148,2012-08-17,fall,2012,August,16,no,friday,yes,2,0.84,0.2424,0.32,0.4478,116,372,488,16 - 17
14149,2012-08-17,fall,2012,August,17,no,friday,yes,1,0.82,0.2424,0.36,0.3284,144,647,791,17 - 18
14150,2012-08-17,fall,2012,August,18,no,friday,yes,2,0.82,0.2424,0.38,0.2537,108,561,669,18 - 19
14151,2012-08-17,fall,2012,August,19,no,friday,yes,2,0.74,0.2424,0.55,0.3881,88,403,491,19 - 20
14152,2012-08-17,fall,2012,August,20,no,friday,yes,2,0.72,0.2424,0.58,0.2239,97,262,359,20 - 21
14153,2012-08-17,fall,2012,August,21,no,friday,yes,2,0.68,0.2424,0.69,0.2985,57,198,255,21 - 22
14154,2012-08-17,fall,2012,August,22,no,friday,yes,3,0.66,0.2424,0.83,0.194,43,170,213,22 - 23
14155,2012-08-17,fall,2012,August,23,no,friday,yes,3,0.64,0.2424,0.83,0.2239,21,100,121,23 - 24
14156,2012-08-18,fall,2012,August,0,no,saturday,no,2,0.64,0.5758,0.83,0.2239,6,99,105,0 - 1
14157,2012-08-18,fall,2012,August,1,no,saturday,no,3,0.62,0.5455,0.94,0.1642,14,78,92,1 - 2
14158,2012-08-18,fall,2012,August,2,no,saturday,no,3,0.62,0.5606,0.88,0.1642,4,39,43,2 - 3
14159,2012-08-18,fall,2012,August,3,no,saturday,no,1,0.62,0.5606,0.88,0.194,7,23,30,3 - 4
14160,2012-08-18,fall,2012,August,4,no,saturday,no,1,0.62,0.5909,0.73,0.2239,5,8,13,4 - 5
14161,2012-08-18,fall,2012,August,5,no,saturday,no,1,0.6,0.5758,0.78,0.2537,2,7,9,5 - 6
14162,2012-08-18,fall,2012,August,6,no,saturday,no,1,0.6,0.5606,0.83,0.2239,4,23,27,6 - 7
14163,2012-08-18,fall,2012,August,7,no,saturday,no,1,0.6,0.5606,0.83,0.2239,12,52,64,7 - 8
